#Replicon Name	Replicon Accession	Start	Stop	Strand	GeneID	Locus tag	Protein product	Length	Protein name
6	NC_004327.3	566139	578993	+	3885716	PF3D7_0613800	XP_966125.2	4109	transcription factor with AP2 domain(s)
6	NC_004327.3	579435	585896	-	3885717	PF3D7_0613900	XP_966126.1	2153	myosin E, putative
6	NC_004327.3	587019	588635	-	3885718	PF3D7_0614000	XP_966127.2	538	thiamin-phosphate pyrophosphorylase, putative
6	NC_004327.3	589457	592264	-	9221867	PF3D7_0614100	XP_002808725.1	935	conserved Plasmodium protein, unknown function
6	NC_004327.3	593172	595904	-	3885719	PF3D7_0614200	XP_966128.2	910	cytosolic Fe-S cluster assembly factor NAR1,putative
6	NC_004327.3	597484	600517	-	3885720	PF3D7_0614300	XP_966129.1	853	organic anion transporter
6	NC_004327.3	604573	605340	+	3885721	PF3D7_0614400	XP_966130.1	255	conserved protein, unknown function
6	NC_004327.3	606142	607259	-	3885805	PF3D7_0614500	XP_966131.2	182	60S ribosomal protein L19
6	NC_004327.3	609258	611102	-	3885806	PF3D7_0614600	XP_966132.2	614	conserved Plasmodium protein, unknown function
6	NC_004327.3	612471	614398	+	3885807	PF3D7_0614700	XP_966133.2	604	conserved Plasmodium protein, unknown function
6	NC_004327.3	615297	616610	-	3885808	PF3D7_0614800	XP_966134.2	437	endonuclease III homologue, putative
6	NC_004327.3	617762	621536	+	3885809	PF3D7_0614900	XP_966135.1	1096	conserved Plasmodium membrane protein, unknown function
6	NC_004327.3	622272	622712	+	3885810	PF3D7_0615000	XP_966136.1	146	conserved Plasmodium protein, unknown function
6	NC_004327.3	623023	624321	-	3885811	PF3D7_0615100	XP_966137.1	432	enoyl-acyl carrier reductase
6	NC_004327.3	625365	627612	+	3885864	PF3D7_0615200	XP_966138.2	377	conserved Plasmodium protein, unknown function
6	NC_004327.3	627693	630317	-	3885865	PF3D7_0615300	XP_966139.1	874	GPI-anchored wall transfer protein 1, putative
6	NC_004327.3	630956	640174	-	3885866	PF3D7_0615400	XP_024328938.1	2729	ribonuclease, putative
6	NC_004327.3	644052	646169	+	3885867	PF3D7_0615500	XP_966141.1	705	cdc2-related protein kinase 5
6	NC_004327.3	646637	655596	-	3885868	PF3D7_0615600	XP_966142.1	2528	conserved Plasmodium protein, unknown function
6	NC_004327.3	656376	657636	+	3885869	PF3D7_0615700	XP_966143.1	156	RNA and export factor binding protein, putative
6	NC_004327.3	657939	661789	-	3885895	PF3D7_0615800	XP_966144.1	1185	conserved Plasmodium protein, unknown function
6	NC_004327.3	662435	667855	-	3885896	PF3D7_0615900	XP_966145.1	1806	conserved Plasmodium protein, unknown function
6	NC_004327.3	669860	671632	+	3885897	PF3D7_0616000	XP_966146.1	497	pyridoxal kinase
6	NC_004327.3	672119	672754	+	3885898	PF3D7_0616100	XP_966147.1	147	conserved Plasmodium protein, unknown function
6	NC_004327.3	674118	676375	+	3885899	PF3D7_0616200	XP_966148.1	591	kinetochore protein NDC80, putative
6	NC_004327.3	676888	677571	-	3885900	PF3D7_0616300	XP_966149.1	227	conserved Plasmodium protein, unknown function
6	NC_004327.3	678387	683429	+	3885981	PF3D7_0616400	XP_966150.1	1680	conserved Plasmodium protein, unknown function
6	NC_004327.3	684742	688857	+	3885982	PF3D7_0616500	XP_966151.1	1371	TRAP-like protein
6	NC_004327.3	689254	691131	-	3885983	PF3D7_0616600	XP_966152.1	625	conserved Plasmodium protein, unknown function
6	NC_004327.3	691769	693319	-	3885984	PF3D7_0616700	XP_966153.1	516	ras GTPAse, putative
6	NC_004327.3	695929	697494	+	3885985	PF3D7_0616800	XP_966154.1	521	malate:quinone oxidoreductase, putative
6	NC_004327.3	699252	703217	+	3885986	PF3D7_0616900	XP_966155.1	1321	conserved Plasmodium protein, unknown function
6	NC_004327.3	704035	705168	-	3885987	PF3D7_0617000	XP_966156.2	377	mitochondrial import receptor subunit TOM40,putative
6	NC_004327.3	710059	714576	+	3885988	PF3D7_0617100	XP_966157.1	1236	AP-2 complex subunit alpha, putative
6	NC_004327.3	717050	718917	+	3885792	PF3D7_0617200	XP_966158.1	446	conserved Plasmodium protein, unknown function
6	NC_004327.3	720535	721312	+	3885793	PF3D7_0617300	XP_966159.1	139	conserved Plasmodium protein, unknown function
6	NC_004327.3	723117	731490	-	3885794	PF3D7_0617400	XP_966160.1	2394	erythrocyte membrane protein 1, PfEMP1
6	NC_004327.3	738259	739265	-	3885795	PF3D7_0617600	XP_966161.1	302	stevor
6	NC_004327.3	741269	742406	-	3885796	PF3D7_0617700	XP_966162.1	331	rifin
6	NC_004327.3	748416	748814	-	3885797	PF3D7_0617800	XP_966163.1	132	histone H2A
6	NC_004327.3	754395	754805	+	3885798	PF3D7_0617900	XP_966164.1	136	histone H3 variant, putative
6	NC_004327.3	758609	760996	+	3885799	PF3D7_0618000	XP_966165.1	795	conserved Plasmodium membrane protein, unknown function
6	NC_004327.3	761939	764170	+	3885800	PF3D7_0618100	XP_966166.1	743	conserved Plasmodium protein, unknown function
6	NC_004327.3	764667	765492	-	3885801	PF3D7_0618200	XP_966167.2	199	conserved Plasmodium protein, unknown function
6	NC_004327.3	768792	769456	+	3885802	PF3D7_0618300	XP_966168.1	148	60S ribosomal protein L27a, putative
6	NC_004327.3	770147	772506	-	3885803	PF3D7_0618400	XP_966169.2	598	conserved Plasmodium membrane protein, unknown function
6	NC_004327.3	774529	775470	+	3885804	PF3D7_0618500	XP_966170.1	313	malate dehydrogenase
6	NC_004327.3	775980	777835	-	3885845	PF3D7_0618600	XP_966171.2	274	rhomboid protease ROM10
6	NC_004327.3	778692	779636	+	3885846	PF3D7_0618700	XP_966172.1	284	trafficking protein particle complex subunit 6A,putative
6	NC_004327.3	779849	783296	-	3885847	PF3D7_0618800	XP_966173.1	1025	conserved Plasmodium protein, unknown function
6	NC_004327.3	784354	788027	+	3885848	PF3D7_0618900.1	XP_966174.2	729	phosphatidylinositol N-acetylglucosaminyltransferase subunit GPI1
6	NC_004327.3	784354	787118	+	3885848	PF3D7_0618900.1	XP_024329004.1	576	phosphatidylinositol N-acetylglucosaminyltransferase subunit GPI1
6	NC_004327.3	788707	796025	-	3885849	PF3D7_0619000.1	XP_024329005.1	1797	conserved Plasmodium protein, unknown function
6	NC_004327.3	788707	796025	-	3885849	PF3D7_0619000.1	XP_966175.2	1796	conserved Plasmodium protein, unknown function
6	NC_004327.3	797211	798518	+	3885939	PF3D7_0619100	XP_966176.2	333	conserved Plasmodium protein, unknown function
6	NC_004327.3	799397	802789	+	3885940	PF3D7_0619200	XP_966177.1	1062	conserved Plasmodium protein, unknown function
6	NC_004327.3	803374	814552	-	3885941	PF3D7_0619300	XP_966178.2	3618	conserved Plasmodium protein, unknown function
6	NC_004327.3	815622	818247	-	3885942	PF3D7_0619400	XP_966179.2	828	cell division cycle protein 48 homologue,putative
6	NC_004327.3	820069	824247	-	3885943	PF3D7_0619500	XP_966180.1	1392	acyl-CoA synthetase
6	NC_004327.3	825157	827772	+	3885944	PF3D7_0619600	XP_966181.1	871	conserved Plasmodium protein, unknown function
6	NC_004327.3	828199	830389	-	3885946	PF3D7_0619700	XP_966183.2	633	conserved Plasmodium protein, unknown function
6	NC_004327.3	831286	839033	-	3885947	PF3D7_0619800	XP_024328928.1	2530	conserved Plasmodium membrane protein, unknown function
6	NC_004327.3	840523	841224	+	3885948	PF3D7_0619900	XP_966185.1	233	splicing factor 3A subunit 2, putative
6	NC_004327.3	841846	843363	-	3885949	PF3D7_0620000	XP_966186.1	505	conserved Plasmodium protein, unknown function
6	NC_004327.3	845660	846157	+	3885950	PF3D7_0620100	XP_966187.2	130	conserved Plasmodium protein, unknown function
6	NC_004327.3	846523	847494	-	3885951	PF3D7_0620200	XP_966188.1	323	conserved Plasmodium protein, unknown function
6	NC_004327.3	848405	850864	-	3885967	PF3D7_0620300	XP_966189.1	819	conserved Plasmodium protein, unknown function
6	NC_004327.3	851378	852955	-	3885968	PF3D7_0620400	XP_966190.1	525	merozoite surface protein 10
6	NC_004327.3	855160	857112	+	3885969	PF3D7_0620500	XP_966191.1	650	cleavage stimulation factor subunit 1, putative
6	NC_004327.3	857726	858610	+	3885970	PF3D7_0620600	XP_966192.1	294	conserved Plasmodium protein, unknown function
6	NC_004327.3	859026	860114	-	3885971	PF3D7_0620700	XP_966193.1	362	DnaJ protein, putative
6	NC_004327.3	862882	865416	+	3885974	PF3D7_0621000	XP_966194.1	844	conserved Plasmodium protein, unknown function
6	NC_004327.3	865845	869909	-	3885975	PF3D7_0621100	XP_966195.2	1354	conserved Plasmodium protein, unknown function
6	NC_004327.3	871297	872202	-	3885888	PF3D7_0621200	XP_966196.1	301	pyridoxine biosynthesis protein PDX1
6	NC_004327.3	873809	876190	+	3885889	PF3D7_0621300	XP_966197.1	793	mRNA binding Pumilio-homology domain protein,putative
6	NC_004327.3	876679	877298	-	36312486	PF3D7_0621350	XP_024329006.1	138	protein SYS1, putative
6	NC_004327.3	878790	880784	+	3885890	PF3D7_0621400	XP_966198.1	664	Pf77 protein
6	NC_004327.3	881963	882994	+	3885891	PF3D7_0621500	XP_966199.1	343	ribonuclease P/MRP protein subunit RPP1,putative
6	NC_004327.3	884428	889614	+	3885893	PF3D7_0621700	XP_966200.2	1616	conserved Plasmodium protein, unknown function
6	NC_004327.3	891997	892777	+	3885894	PF3D7_0621800	XP_966201.1	184	nascent polypeptide-associated complex subunit alpha, putative
6	NC_004327.3	893450	895780	-	3885850	PF3D7_0621900	XP_966202.1	776	signal recognition particle subunit SRP68,putative
6	NC_004327.3	896989	897968	+	3885851	PF3D7_0622000	XP_966203.1	212	conserved Plasmodium protein, unknown function
6	NC_004327.3	898341	902363	-	3885852	PF3D7_0622100	XP_966204.1	1340	conserved Plasmodium protein, unknown function
6	NC_004327.3	903740	906322	-	3885853	PF3D7_0622200	XP_966205.1	860	radical SAM protein, putative
6	NC_004327.3	908017	911096	+	3885854	PF3D7_0622300	XP_966206.1	834	vacuolar transporter chaperone, putative
6	NC_004327.3	911503	911889	+	3885855	PF3D7_0622400	XP_966207.1	128	conserved Apicomplexan protein, unknown function
6	NC_004327.3	912406	913710	-	3885856	PF3D7_0622500	XP_966208.1	434	RNA methyltransferase, putative
6	NC_004327.3	914743	915429	+	9221868	PF3D7_0622600	XP_024328950.1	96	conserved Plasmodium protein, unknown function
6	NC_004327.3	916000	917299	-	3885857	PF3D7_0622700	XP_966209.1	381	conserved Plasmodium membrane protein, unknown function
6	NC_004327.3	919685	924028	+	3885858	PF3D7_0622800	XP_966210.1	1447	leucine--tRNA ligase, putative
6	NC_004327.3	925105	931074	-	3885859	PF3D7_0622900	XP_966211.2	1989	transcription factor with AP2 domain(s),putative
6	NC_004327.3	937068	938651	-	3885860	PF3D7_0623000	XP_966212.1	527	chorismate synthase
6	NC_004327.3	939660	943720	-	3885861	PF3D7_0623100	XP_966213.1	786	nuclear polyadenylated RNA-binding protein NAB2,putative
6	NC_004327.3	946129	947244	+	3885862	PF3D7_0623200	XP_966214.1	371	ferredoxin--NADP reductase
6	NC_004327.3	947493	948644	-	3885863	PF3D7_0623300	XP_966215.2	236	EGF-like membrane protein, putative
6	NC_004327.3	950223	951506	-	3885870	PF3D7_0623400	XP_966216.1	427	RNA-binding protein mei2 homologue, putative
6	NC_004327.3	952906	954848	-	3885871	PF3D7_0623500	XP_966217.2	266	superoxide dismutase
6	NC_004327.3	956765	958756	+	3885872	PF3D7_0623600	XP_966218.1	615	transcription or splicing factor-like protein,putative
6	NC_004327.3	959132	962545	-	3885873	PF3D7_0623700	XP_966219.1	1137	ATP-dependent RNA helicase SUV3, putative
6	NC_004327.3	963741	970955	-	3885874	PF3D7_0623800	XP_966220.1	2404	tyrosine kinase-like protein, putative
6	NC_004327.3	977183	978049	+	3885875	PF3D7_0623900	XP_966221.1	288	ribonuclease H2 subunit A, putative
6	NC_004327.3	981066	982547	+	3885912	PF3D7_0624000	XP_966222.1	493	hexokinase
6	NC_004327.3	983946	984989	+	3885913	PF3D7_0624100	XP_966223.2	272	conserved Plasmodium protein, unknown function
6	NC_004327.3	985047	986870	-	3885914	PF3D7_0624200	XP_024328929.1	341	conserved Plasmodium protein, unknown function
6	NC_004327.3	987808	989636	+	3885915	PF3D7_0624300	XP_966225.2	185	conserved Plasmodium protein, unknown function
6	NC_004327.3	990375	992198	-	3885916	PF3D7_0624400	XP_966226.1	607	conserved Plasmodium protein, unknown function
6	NC_004327.3	994284	994553	+	3885917	PF3D7_0624500	XP_966227.1	89	anaphase-promoting complex subunit 11, putative
6	NC_004327.3	999524	1007683	+	3885918	PF3D7_0624600	XP_966228.1	2719	SNF2 helicase, putative
6	NC_004327.3	1009457	1010718	-	3885976	PF3D7_0624700	XP_966229.3	247	N-acetylglucosaminylphosphatidylinositol deacetylase, putative
6	NC_004327.3	1011429	1014569	-	3885977	PF3D7_0624800	XP_966230.1	624	conserved Plasmodium protein, unknown function
6	NC_004327.3	1015868	1018444	+	3885978	PF3D7_0624900	XP_966231.2	445	conserved Plasmodium protein, unknown function
6	NC_004327.3	1020024	1021875	+	3885980	PF3D7_0625000.1	XP_024329007.1	439	sphingomyelin synthase 1, putative
6	NC_004327.3	1020024	1021875	+	3885980	PF3D7_0625000.1	XP_966233.1	461	sphingomyelin synthase 1, putative
6	NC_004327.3	1023015	1024214	+	3885685	PF3D7_0625100	XP_966234.2	399	sphingomyelin synthase 2, putative
6	NC_004327.3	1025179	1026336	+	3885686	PF3D7_0625200	XP_966235.1	385	conserved Plasmodium protein, unknown function
6	NC_004327.3	1026823	1031157	-	3885687	PF3D7_0625300	XP_966236.1	1444	DNA polymerase 1, putative
6	NC_004327.3	1032536	1033774	-	3885688	PF3D7_0625400	XP_966237.1	412	conserved Plasmodium protein, unknown function
6	NC_004327.3	1035358	1036371	+	3885689	PF3D7_0625500	XP_966238.1	337	conserved Plasmodium membrane protein, unknown function
6	NC_004327.3	1039655	1041550	+	3885690	PF3D7_0625600	XP_966239.1	631	poly(A) polymerase PAP, putative
6	NC_004327.3	1042652	1042948	-	3885691	PF3D7_0625700	XP_966240.1	98	conserved Plasmodium protein, unknown function
6	NC_004327.3	1043546	1045474	+	3885692	PF3D7_0625800	XP_966241.1	642	conserved Plasmodium protein, unknown function
6	NC_004327.3	1046986	1048052	+	3885992	PF3D7_0625900	XP_966242.1	326	conserved Plasmodium protein, unknown function
6	NC_004327.3	1048710	1053965	-	3885993	PF3D7_0626000	XP_966243.2	1751	conserved Plasmodium protein, unknown function
6	NC_004327.3	1056052	1058529	+	3885994	PF3D7_0626100	XP_966244.1	383	oxidoreductase, short-chain dehydrogenase family, putative
6	NC_004327.3	1058666	1059922	-	3885995	PF3D7_0626200	XP_966245.1	418	conserved Plasmodium protein, unknown function
6	NC_004327.3	1061115	1062891	-	3885996	PF3D7_0626300	XP_966246.2	473	3-oxoacyl-acyl-carrier protein synthase I/II
6	NC_004327.3	1065147	1068626	+	3885997	PF3D7_0626400	XP_966247.1	1159	Sec14 domain containing protein
6	NC_004327.3	1069962	1072805	+	3885998	PF3D7_0626500	XP_966248.1	947	conserved Plasmodium protein, unknown function
6	NC_004327.3	1073458	1073895	-	3885759	PF3D7_0626600	XP_966249.1	145	conserved Plasmodium protein, unknown function
6	NC_004327.3	1075018	1076136	+	3885760	PF3D7_0626700	XP_966250.1	372	conserved protein, unknown function
6	NC_004327.3	1078995	1081320	+	3885761	PF3D7_0626800	XP_966251.1	511	pyruvate kinase
6	NC_004327.3	1082910	1084028	+	3885762	PF3D7_0626900	XP_966252.1	372	mitochondrial ribosomal protein L46 precursor,putative
6	NC_004327.3	1084508	1084840	-	3885763	PF3D7_0627000	XP_966253.1	110	conserved Plasmodium protein, unknown function
6	NC_004327.3	1089190	1094328	+	3885764	PF3D7_0627100	XP_966254.1	1712	ankyrin-repeat protein, putative
6	NC_004327.3	1095065	1096373	-	3885765	PF3D7_0627200	XP_966255.2	139	myosin light chain, putative
6	NC_004327.3	1097300	1098649	-	3885693	PF3D7_0627300	XP_966256.1	449	E3 ubiquitin-protein ligase RNF5, putative
6	NC_004327.3	1100277	1100858	-	3885694	PF3D7_0627400	XP_966257.1	193	mitochondrial import inner membrane translocase subunit TIM22, putative
6	NC_004327.3	1101734	1102852	-	3885695	PF3D7_0627500	XP_966258.1	189	protein DJ-1
6	NC_004327.3	1104015	1105199	+	3885696	PF3D7_0627600	XP_966259.1	394	conserved Plasmodium protein, unknown function
6	NC_004327.3	1108197	1111640	+	3885697	PF3D7_0627700	XP_966260.1	1147	transportin
6	NC_004327.3	1114544	1117537	-	3885698	PF3D7_0627800	XP_966261.1	997	acetyl-CoA synthetase, putative
6	NC_004327.3	1119587	1120858	+	3885699	PF3D7_0627900	XP_966262.2	291	ribonuclease P protein subunit p29, putative
6	NC_004327.3	1121690	1122211	+	3885700	PF3D7_0628000	XP_966263.1	173	6-pyruvoyltetrahydropterin synthase
6	NC_004327.3	1122801	1153664	-	3885722	PF3D7_0628100	XP_966264.1	10287	HECT-domain (ubiquitin-transferase), putative
6	NC_004327.3	1159862	1169080	+	3885723	PF3D7_0628200	XP_966265.1	3072	eukaryotic translation initiation factor 2-alpha kinase
6	NC_004327.3	1170813	1173696	-	3885724	PF3D7_0628300.1	XP_966266.2	391	choline/ethanolaminephosphotransferase,putative
6	NC_004327.3	1176265	1178587	+	9221870	PF3D7_0628400	XP_024328951.1	339	conserved Plasmodium membrane protein, unknown function
6	NC_004327.3	1179053	1180003	-	3885725	PF3D7_0628500	XP_966267.1	316	conserved Plasmodium protein, unknown function
6	NC_004327.3	1180573	1182353	-	3885726	PF3D7_0628600	XP_966268.1	385	conserved Plasmodium protein, unknown function
6	NC_004327.3	1183896	1185617	+	3885727	PF3D7_0628700	XP_966269.1	573	conserved Plasmodium protein, unknown function
6	NC_004327.3	1185996	1188644	-	3885728	PF3D7_0628800	XP_966270.2	882	glutamyl-tRNA(Gln) amidotransferase subunit B
6	NC_004327.3	1189472	1193978	+	3885729	PF3D7_0628900	XP_966271.3	1442	RAP protein, putative
6	NC_004327.3	1194304	1195179	-	3885730	PF3D7_0629000	XP_966272.1	291	N-acetyltransferase, putative
6	NC_004327.3	1196041	1198038	-	3885731	PF3D7_0629100	XP_966273.1	665	nicotinate phosphoribosyltransferase, putative
6	NC_004327.3	1199853	1200995	-	3885732	PF3D7_0629200	XP_966274.1	380	DnaJ protein, putative
6	NC_004327.3	1205190	1207781	+	3885733	PF3D7_0629300	XP_966275.1	863	phospholipase, putative
6	NC_004327.3	1210420	1212762	+	3885734	PF3D7_0629400	XP_966276.1	780	RNA-binding protein, putative
6	NC_004327.3	1213948	1216005	-	3885735	PF3D7_0629500	XP_966277.1	606	amino acid transporter, putative
6	NC_004327.3	1218307	1219251	+	3885749	PF3D7_0629600	XP_966278.1	259	conserved Plasmodium protein, unknown function
6	NC_004327.3	1221941	1242922	+	3885750	PF3D7_0629700	XP_966279.2	6753	SET domain protein, putative
6	NC_004327.3	1243580	1247219	-	3885751	PF3D7_0629800	XP_966280.1	1129	cullin-like protein, putative
6	NC_004327.3	1250412	1251651	+	3885752	PF3D7_0629900	XP_966281.1	328	sec14-like cytosolic factor or phosphatidylinositol/phosphatidylcholine transfer protein,putative
6	NC_004327.3	1252052	1253985	-	3885753	PF3D7_0630000	XP_966282.2	280	CPW-WPC family protein, putative
6	NC_004327.3	1254907	1256940	-	3885766	PF3D7_0630100	XP_966283.1	677	conserved Plasmodium protein, unknown function
6	NC_004327.3	1258880	1259939	+	3885767	PF3D7_0630200	XP_966284.2	135	secreted ookinete protein, putative
6	NC_004327.3	1260398	1269596	-	3885768	PF3D7_0630300	XP_966285.1	2907	DNA polymerase epsilon catalytic subunit A,putative
6	NC_004327.3	1272363	1273532	-	3885769	PF3D7_0630400	XP_966286.1	389	conserved Plasmodium protein, unknown function
6	NC_004327.3	1276329	1277825	+	3885770	PF3D7_0630500	XP_966287.1	498	ribosome biogenesis protein YTM1, putative
6	NC_004327.3	1279820	1283246	+	3885771	PF3D7_0630600	XP_024328930.1	935	conserved Plasmodium protein, unknown function
6	NC_004327.3	1285058	1287031	+	3885772	PF3D7_0630700	XP_966289.1	657	bifunctional methylenetetrahydrofolate dehydrogenase/cyclohydrolase, putative
6	NC_004327.3	1288237	1290805	+	3885812	PF3D7_0630800	XP_024328931.1	391	conserved Plasmodium protein, unknown function
6	NC_004327.3	1291035	1292972	-	3885813	PF3D7_0630900	XP_966291.1	601	ATP-dependent RNA helicase HAS1
6	NC_004327.3	1295474	1296331	+	3885814	PF3D7_0631000	XP_966292.1	285	tetratricopeptide repeat protein, putative
6	NC_004327.3	1297885	1299373	+	3885815	PF3D7_0631100	XP_966293.1	466	Plasmodium exported protein (PHISTb), unknown function
6	NC_004327.3	1316873	1317721	+	3885817	PF3D7_0631300	XP_966294.1	282	exported protein family 1
6	NC_004327.3	1318327	1319116	-	3885818	PF3D7_0631400	XP_966295.2	231	Pfmc-2TM Maurer\'s cleft two transmembrane protein
6	NC_004327.3	1321320	1322094	-	3885819	PF3D7_0631500	XP_966296.1	230	exported protein family 3
6	NC_004327.3	1323294	1324435	+	3885820	PF3D7_0631600	XP_966297.1	309	exported protein family 4
6	NC_004327.3	1329771	1330963	+	3885822	PF3D7_0631800	XP_024328932.1	342	rifin
6	NC_004327.3	1333013	1334035	+	3885823	PF3D7_0631900	XP_966299.2	303	stevor
6	NC_004327.3	1336146	1337473	+	3885824	PF3D7_0632000	XP_966300.1	370	rifin
6	NC_004327.3	1338218	1339417	-	3885825	PF3D7_0632100	XP_966301.1	323	rifin
6	NC_004327.3	1341307	1342595	-	3885826	PF3D7_0632200	XP_966302.1	377	rifin
6	NC_004327.3	1347341	1348571	+	3885827	PF3D7_0632300	XP_966303.1	359	rifin
6	NC_004327.3	1350724	1352087	+	3885828	PF3D7_0632400	XP_966304.1	377	rifin
6	NC_004327.3	1353946	1366430	-	3885829	PF3D7_0632500	XP_966305.1	3954	erythrocyte membrane protein 1, PfEMP1
6	NC_004327.3	1371501	1372861	+	3885831	PF3D7_0632700	XP_966306.1	376	rifin
6	NC_004327.3	1374797	1382627	-	3885832	PF3D7_0632800	XP_966307.1	2238	erythrocyte membrane protein 1, PfEMP1
7	NC_004328.3	20307	28083	+	9221962	PF3D7_0700100	XP_002808906.1	2286	erythrocyte membrane protein 1, PfEMP1
7	NC_004328.3	30097	31269	+	9221961	PF3D7_0700200	XP_002808905.1	323	rifin
7	NC_004328.3	33585	34804	-	9221947	PF3D7_0700300	XP_002808904.1	316	rifin
7	NC_004328.3	36922	37927	-	9221946	PF3D7_0700400	XP_024329034.1	300	stevor
7	NC_004328.3	40288	41453	-	9221945	PF3D7_0700500	XP_024329035.1	357	rifin
7	NC_004328.3	48300	49106	+	9221949	PF3D7_0700800	XP_002808900.1	231	Pfmc-2TM Maurer\'s cleft two transmembrane protein
7	NC_004328.3	55562	56781	-	36312488	PF3D7_0701100	XP_024329036.1	329	rifin
7	NC_004328.3	68066	68840	+	2655000	PF3D7_0701500	XP_002808746.1	230	exported protein family 3
7	NC_004328.3	71049	71860	+	2655003	PF3D7_0701600	XP_001348951.1	235	Pfmc-2TM Maurer\'s cleft two transmembrane protein
7	NC_004328.3	72477	73325	-	2654970	PF3D7_0701700	XP_001348952.1	282	exported protein family 1
7	NC_004328.3	75918	77055	-	2654944	PF3D7_0701800	XP_001348953.1	331	rifin
7	NC_004328.3	79890	82943	-	2654971	PF3D7_0701900	XP_001348954.1	964	Plasmodium exported protein, unknown function
7	NC_004328.3	84797	85674	+	2655007	PF3D7_0702000	XP_002808747.1	245	Plasmodium exported protein (hyp12), unknown function
7	NC_004328.3	91867	93141	-	2654972	PF3D7_0702200	XP_001348957.1	424	lysophospholipase, putative
7	NC_004328.3	96761	98730	+	2654973	PF3D7_0702300	XP_001348958.1	594	sporozoite threonine and asparagine-rich protein
7	NC_004328.3	101694	102285	+	2654974	PF3D7_0702400	XP_001348959.1	123	small exported membrane protein 1
7	NC_004328.3	104957	105989	-	2654975	PF3D7_0702500	XP_001348960.1	253	Plasmodium exported protein, unknown function
7	NC_004328.3	109915	110178	+	2654976	PF3D7_0702600	XP_001348961.1	87	chitinase precursor fragment, truncated
7	NC_004328.3	113144	113948	-	2654952	PF3D7_0702900	XP_002808748.1	107	centrin, putative
7	NC_004328.3	115239	120770	+	2654977	PF3D7_0703000	XP_001348963.1	1843	conserved Plasmodium protein, unknown function
7	NC_004328.3	121414	121956	+	2654978	PF3D7_0703100	XP_001348964.1	180	conserved Plasmodium protein, unknown function
7	NC_004328.3	122513	127135	-	2654979	PF3D7_0703200	XP_001348965.1	1540	conserved Plasmodium protein, unknown function
7	NC_004328.3	128540	128980	+	2654931	PF3D7_0703300	XP_001348966.1	146	conserved Plasmodium protein, unknown function
7	NC_004328.3	129370	131832	-	2654980	PF3D7_0703400	XP_001348967.1	820	conserved Plasmodium protein, unknown function
7	NC_004328.3	135606	142505	+	2655186	PF3D7_0703500	XP_024328889.1	2299	erythrocyte membrane-associated antigen
7	NC_004328.3	144019	145953	+	2655153	PF3D7_0703600	XP_002808749.1	262	conserved Plasmodium protein, unknown function
7	NC_004328.3	146645	147394	-	2655084	PF3D7_0703700	XP_001348970.1	249	conserved Plasmodium protein, unknown function
7	NC_004328.3	149804	152980	+	2654981	PF3D7_0703800	XP_001348971.1	1058	conserved Plasmodium protein, unknown function
7	NC_004328.3	153320	166396	-	2655025	PF3D7_0703900	XP_001348972.2	4358	conserved Plasmodium membrane protein, unknown function
7	NC_004328.3	167489	177295	-	2655036	PF3D7_0704000	XP_002808750.1	3268	conserved Plasmodium membrane protein, unknown function
7	NC_004328.3	180036	190715	+	2654991	PF3D7_0704100	XP_002808751.1	3559	conserved Plasmodium membrane protein, unknown function
7	NC_004328.3	191309	194890	-	2654982	PF3D7_0704200	XP_001348975.1	1193	tRNA m5C-methyltransferase, putative
7	NC_004328.3	197691	203249	+	2654983	PF3D7_0704300	XP_001348976.2	1852	conserved Plasmodium membrane protein, unknown function
7	NC_004328.3	204718	207750	+	2654984	PF3D7_0704400	XP_001348977.1	1010	phosphoinositide-binding protein, putative
7	NC_004328.3	208690	213501	-	2654939	PF3D7_0704500	XP_002808752.1	1603	serine/threonine protein kinase, putative
7	NC_004328.3	216024	229072	-	2654946	PF3D7_0704600	XP_002808753.1	3893	E3 ubiquitin-protein ligase
7	NC_004328.3	233401	237414	+	2654985	PF3D7_0704700	XP_001348980.1	1337	phosphopantetheine adenylyltransferase,putative
7	NC_004328.3	238159	242052	-	2655055	PF3D7_0704800	XP_001348981.1	1297	conserved Plasmodium protein, unknown function
7	NC_004328.3	243898	245016	-	2655192	PF3D7_0704900	XP_001348982.2	372	peptide chain release factor, putative
7	NC_004328.3	246259	250152	-	2655056	PF3D7_0705000	XP_001348983.1	1213	methyltransferase, putative
7	NC_004328.3	252282	255251	+	2655057	PF3D7_0705100	XP_001348984.1	989	conserved Plasmodium protein, unknown function
7	NC_004328.3	256086	260684	+	2655058	PF3D7_0705200	XP_001348985.1	1532	conserved Plasmodium protein, unknown function
7	NC_004328.3	261977	264454	+	2655193	PF3D7_0705300	XP_001348986.1	825	origin recognition complex subunit 2, putative
7	NC_004328.3	264973	267438	-	2655059	PF3D7_0705400	XP_001348987.1	821	DNA replication licensing factor MCM7
7	NC_004328.3	270022	278706	-	2655060	PF3D7_0705500	XP_001348988.1	2814	inositol-phosphate phosphatase, putative
7	NC_004328.3	281035	284433	-	9221906	PF3D7_0705600	XP_002808754.1	1132	RNA helicase, putative
7	NC_004328.3	285472	286166	-	9221877	PF3D7_0705700	XP_002808755.1	54	40S ribosomal protein S29, putative
7	NC_004328.3	287597	289088	-	9221892	PF3D7_0705800	XP_024329037.1	193	cysteine-rich secretory protein, putative
